job_title_upd,organization_name,is_IT
Junior Mobile Developer,Dice - JW,IT
Junior Programmer Analyst,Lensa,IT
Junior Project Engineer,Lensa,IT
Junior Project Manager - Digital Marketing,Lensa,Non-IT
Junior Python Developer,Lensa,IT
Junior Robotics AI Researcher,Robonine,IT
Junior Sales Representative - Pittsburgh,Home Builder,Non-IT
Junior Security Analyst,Lensa,IT
Junior ServiceNow Developer,Lensa,IT
Junior Site Reliability Engineer,Lensa,IT
Junior Software Developer,Lensa,IT
Junior Software Developer,Jobright.ai,IT
Junior Software Engineer,Lensa,IT
Junior Software Engineer,Jobright.ai,IT
Junior Software Engineer,HirePower Staffing Solution,IT
Junior Training Developer,Lensa,IT
Junior Web Developer,Lensa,IT
Kubernetes DevOps Engineer,RemoteWorker US,IT
L-Manufacturing Engineer,Lensa,IT
L3 Application Support Engineer,"Itron, Inc.",IT
Labor Analyst,Talentify.io,IT
Land Surveyor Trainee/Assistant Land Surveyor  - Region,NYS Department of Transportation,Non-IT
Landscape Architect/Designer,Ardurra,Non-IT
Laravel PHP Developer,Lensa,IT
"Launch Engineer, Mechanical/Fluids",SpaceX,Non-IT
Launch Vehicle Ground Support Engineer,ManTech,Non-IT
Layout Field Engineer,"Lithko Contracting, LLC",Non-IT
Lead - Solution Engineer,Freshworks,IT
"Lead , UI Software Engineer",S&P Global,IT
Lead / Staff Software Engineer Series A grow to Director quickly as team scales,Motion Recruitment,IT
Lead AI Engineer,RemoteWorker US,IT
Lead Android Engineer,RemoteWorker US,IT
Lead Battery System Engineer,Eaton,Non-IT
Lead Board Certified Behavior Analyst - Full Time Salary Position with Comprehensive Benefits,Aveanna Healthcare,Non-IT
"Lead Business Analyst/Business Architect, Government Pricing","IntegriChain India,",IT
Lead CMM Programmer,GE Aerospace,IT
Lead Data Engineer,RemoteWorker US,IT
Lead Data Engineer,Pepsico,IT
Lead Data Scientist - Articial Intelligence Specialist,Equifax,IT
Lead Data Scientist - MMM,Burtch Works,IT
Lead Data Security Engineer,Centene,IT
"Lead Digital Signal Processing  Engineer, Electronic Warfare",Dice - JW,IT
Lead Distribution Engineer 1 - Grid,Sargent & Lundy,IT
Lead Electrical Engineer - Onsite Energy & Power,Burns & McDonnell,IT
Lead Electrical Engineer 1 - Grid,Sargent & Lundy,IT
Lead Electronics Engineer,"Viking Range, LLC",IT
Lead Engineer - Software,RemoteWorker US,IT
Lead Engineer - Substation,Qualus Power Services,IT
Lead Engineer - Transmission Line,Qualus Power Services,IT
Lead Engineer Software Engineering - US Based,Lensa,IT
"Lead Engineer, Full Stack .NET Development",Raymond James,IT
Lead Front End Engineer,Jobot,IT
Lead Front End Engineer,Dice - JW,IT
Lead Full Stack Developer,RAIS USA,IT
Lead Full Stack Engineer,RemoteWorker US,IT
Lead Full Stack Software Engineer,RemoteWorker US,IT
Lead Infrastructure Engineer - Load Balancing,JPMorgan - XML,IT
Lead Java Developer,Cognizant,IT
Lead Java/J2EE Developer,Dice - JW,IT
Lead Machine Learning Engineer,RemoteWorker US,IT
Lead Machine Learning Engineer,Capital One,IT
Lead Maintenance Supervisor,Fairfield Residential,Non-IT
Lead Mechanical Engineer,RemoteWorker US,IT
Lead Mechanical Engineer,Lensa,IT
Lead Mechanical Engineer,WSP USA,IT
Lead MERN Engineer,RAIS USA,IT
Lead Piping Stress Engineer 1 - Nuclear,Sargent & Lundy,IT
Lead Platform Developer / Team Leader,Acronis,IT
Lead Platform Engineer,RemoteWorker US,IT
Lead Power Electronics Control Engineer,Eaton,IT
Lead Process Mechanical Engineer,Jacobs,IT
Lead Product Security Engineer,"Hologic, Inc.",IT
Lead Product Security Engineer,Anduril Industries,IT
"Lead Quantitative Analyst, Credit & Pricing",OneMain,IT
"Lead Reports Developer, Medicare, Medicaid - SQL/Databricks/Power BI",Lensa,IT
Lead Research Engineer,Thomson Reuters,IT
Lead SailPoint Engineer,RemoteWorker US,IT
Lead Security Engineer,JPMorgan - XML,IT
Lead Site Reliability Engineer,Centene,IT
Lead Site Reliability Engineer,JPMorgan - XML,IT
Lead Software Architect Engineer,RemoteWorker US,IT
"Lead Software Architect, Ad Platforms",RemoteWorker US,IT
Lead Software Engineer,Jobot,IT
Lead Software Engineer,RemoteWorker US,IT
Lead Software Engineer,S&P Global,IT
Lead Software Engineer,Talentify.io,IT
Lead Software Engineer,Cadence,IT
Lead Software Engineer,Brady Corporation,IT
Lead Software Engineer,Addison Group,IT
Lead Software Engineer,Capital One,IT
Lead Software Engineer,JPMorgan - XML,IT
Lead Software Engineer,DraftKings,IT
Lead Software Engineer,Dice - JW,IT
"Lead Software Engineer  On-site, Chicago, IL or Reston, VA",RemoteWorker US,IT
Lead Software Engineer - Ad Platforms,RemoteWorker US,IT
Lead Software Engineer - Audience Targeting,RemoteWorker US,IT
Lead Software Engineer - Backend Technical Lead,JPMorgan - XML,IT
"Lead Software Engineer - Databricks, PySpark, AWS",JPMorgan - XML,IT
Lead Software Engineer - Front End,RemoteWorker US,IT
Lead Software Engineer - Full stack developer,JPMorgan - XML,IT
Lead Software Engineer - Java and AWS,JPMorgan - XML,IT
Lead Software Engineer - Java and Microservices within Kubernetes or cloud-based architectures,JPMorgan - XML,IT
"Lead Software Engineer - Java, Gen AI",JPMorgan - XML,IT
Lead Software Engineer - Python/AWS,JPMorgan - XML,IT
Lead Software Engineer - Secret Management,RemoteWorker US,IT
Lead Software Engineer - Symitar,Alliant Credit Union,IT
"Lead Software Engineer,  Ad Platforms",RemoteWorker US,IT
"Lead Software Engineer, Android",RemoteWorker US,IT
"Lead Software Engineer, Back End",RemoteWorker US,IT
"Lead Software Engineer, Back End",Capital One,IT
"Lead Software Engineer, Back End - Individual Contributor",RemoteWorker US,IT
"Lead Software Engineer, Back End - Python, Go",RemoteWorker US,IT
"Lead Software Engineer, Backend",RemoteWorker US,IT
"Lead Software Engineer, DevOps",RemoteWorker US,IT
"Lead Software Engineer, Front End - Card Tech",RemoteWorker US,IT
"Lead Software Engineer, Full Stack",RemoteWorker US,IT
"Lead Software Engineer, Full Stack",Capital One,IT
"Lead Software Engineer, Full Stack  - Dealer Tech",RemoteWorker US,IT
"Lead Software Engineer, Full Stack-Card Tech",RemoteWorker US,IT
"Lead Software Engineer, Full Stack, Bank Tech",RemoteWorker US,IT
"Lead Software Engineer, Fullstack",RemoteWorker US,IT
"Lead Software Engineer, Imaging",Dice - JW,IT
"Lead Software Engineer, iOS",RemoteWorker US,IT
"Lead Software Engineer, Site Reliability",RemoteWorker US,IT
Lead Software Engineering,RemoteWorker US,IT
"Lead Software Engineering, DevOps",RemoteWorker US,IT
Lead Sound Engineer,Yale University,Non-IT
Lead Structural Engineer,WSP USA,Non-IT
Lead Systems Engineer - Ignition,The Rovisys Company,Non-IT
Lead Technical Project Engineer,Qualified Professional & Technical,IT
Lead Transmission Line Engineer 1 - Grid,Sargent & Lundy,Non-IT
Lead Transmission Line Engineer 2 - Grid,Sargent & Lundy,Non-IT
Lead Utility Protection and Control Technician,Eaton,Non-IT
Lead Web Developer  - Part Time,Lensa,IT
Lead-Bioinformatics Research Scientist,St. Jude Children's Research Hospital,IT
"Lead, IT Applications",Ross Stores,IT
"Lead, Software Engineer",RemoteWorker US,IT
"Lead, Software Engineer  Java/AWS",RemoteWorker US,IT
"Lead, Software Engineer  Python/AWS",RemoteWorker US,IT
"Lead, Software Engineer  Python/AWS",Capital One,IT
"Lead, Systems Engineer",L3Harris Technologies,IT
Lead/Staff Machine Learning Scientist,Natera,IT
Learning Management System Technical Support,Lensa,IT
Legal Training Coordinator,"Quintairos, Prieto, Wood, & Boyer, P.A.",Non-IT
Level 2 Full Stack Engineer,Lockheed Martin,IT
Licensed Professional Engineer,iHire,Non-IT
Liquidity/2052a Developer - Axiom & PL/SQL,Dice - JW,IT
"LiT - Senior Operations Engineer, World Wide Engineering Innovation",Amazon,IT
Litigation Associate  JN -052025,Goodwin & Associates Hospitality Services LLC,Non-IT
"Litigation Senior Attorney - Los Angeles; San Diego; or San Francisco, CA",ClarkHill,Non-IT
Loan Accounting & System Support -  US,Lensa,Non-IT
Logistics Analyst I,Amtec Inc.,Non-IT
Low Voltage/Data Center Technician,IES Communications,Non-IT
LPN Scheduler - Endoscopy Pre-Admit Testing - Ochsner Medical Center Baton Rouge - Full Time,Ochsner Health,Non-IT
"Machine Learning - Compiler Engineer II, AWS Neuron, Annapurna Labs",Amazon Web Services (AWS),IT
Machine Learning and Algorithm Developer,Jobright.ai,IT
Machine Learning Engineer,Jobright.ai,IT
Machine Learning Engineer,Voxel51,IT
Machine Learning Engineer,Fudo Partners,IT
Machine Learning Engineer,Capital Group,IT
Machine Learning Engineer,EvenUp,IT
"Machine Learning Engineer, AGIF",Amazon,IT
"Machine Learning Engineer, Amazon General Intelligence",Amazon,IT
"Machine Learning Engineer, Biomolecule Design",Flagship Pioneering,IT
"Machine Learning Engineer, New Grad & Entry Level",Jobright.ai,IT
Machine Learning Operations  Engineer,Together AI,IT
Machine Learning Operations Engineer,Precision Neuroscience,IT
Machine Learning Ops  - AI Foundation Models for Design,Autodesk,IT
Machine Learning Research Scientist,Lendbuzz,IT
Mainframe IMS Software Developer,Thales,IT
Maintenance Electrician - 2nd Shift Foundry,Emerson,Non-IT
Maintenance Electrician-3rd shift Foundry,Emerson,Non-IT
Maintenance Engineer,LyondellBasell,Non-IT
Maintenance Engineer,"Vantage Specialty Ingredients, Inc.",Non-IT
Maintenance Industrial Electrician-3rd Shift,Emerson,Non-IT
Maintenance Journeyman Electrician-2nd shift Foundry,Emerson,Non-IT
Maintenance Manager,Lozier Corporation,Non-IT
Maintenance Manager,Aegis Worldwide,Non-IT
Maintenance Manager - Food,CSG Talent,Non-IT
Maintenance Mechanic 1st Shift,Ducommun Incorporated,Non-IT
Maintenance Planner,"EMCOR Group, Inc.",Non-IT
Maintenance Planner - Outage Coordinator,Aurubis Richmond,Non-IT
Maintenance Planner: Fixed Plant,Thiess,Non-IT
Maintenance Technician,GAF Materials Corp,Non-IT
Maintenance Technician,NTN Bearing Corporation,Non-IT
Maintenance Technician,"Ventas, Inc.",Non-IT
Maintenance Technician  Full-Time  University of Houston Athletics,Oak View Group,Non-IT
Maintenance Technician – Clean Utilities,Eli Lilly - English,Non-IT
Maintenance Technician II,Deckers Brands,Non-IT
Maintenance Technician III,Federal Express Corporation,Non-IT
Maintenance/HVAC Tech I,Billy Graham Evangelistic Association,Non-IT
Managed Services - SAP Supply Chain - Senior Associate,PwC,IT
Managed Services - Test Data Management  Analyst - Senior Associate,PwC,IT
Managed Services - Test Data Management  Architect - Manager,PwC,IT
Managed Services - TIBCO Software Engineer - Manager,PwC,IT
Managed Services - TIBCO Software Engineer - Senior Associate,PwC,IT
Manager - Cloud & Cybersecurity,CrossCountry Consulting,IT
Manager - Database Development & Administration,Liberty Personnel,IT
Manager - Financial Systems,WESCO,IT
Manager - IT End User Services,"Allison Transmission, Inc.",IT
Manager - Quality Engineering,Lensa,IT
Manager Data Analytics,Lensa,IT
Manager Engineering,Lensa,IT
"Manager Engineering - Tailings, Crushed Leach & Water",Freeport McMoRan Inc,Non-IT
"Manager II, Software Development",Lensa,IT
Manager IT - Supply Chain,Lensa,IT
Manager Machine Learning Engineering,HCA Healthcare,IT
Manager Medical Staff Multi-Site,CommonSpirit Health,IT
Manager of Technology and Cybersecurity,Singing River Health System,IT
Manager- IT,Acentra Health,IT
"Manager, Automation & Controls Engineering",Crayola,IT
"Manager, Cloud Go to Market",AMD,IT
"Manager, Configuration - Benefits/Regulatory Requirements",Lensa,Non-IT
"Manager, Creative Technology Partnerships",Netflix,Non-IT
"Manager, Data Engineering - Provder",TriWest Healthcare Alliance,IT
"Manager, Digital Strategy",Legends,Non-IT
"Manager, Engineering - Internal Platform","Hashicorp, Inc.",IT
"Manager, Engineering Information Systems",Vast,IT
"Manager, Frontend Engineering",Shield AI,IT
"Manager, Information Security",TriWest Healthcare Alliance,IT
"Manager, Information Security",Vivid Seats LLC,IT
"Manager, IT",Spectrum,IT
"Manager, Network Plan Engineering",L3Harris Technologies,IT
"Manager, Process Engineering",Amneal Pharmaceuticals LLC,Non-IT
"Manager, Product Management - Card Core Data Team",Capital One,IT
"Manager, Quality",Nikkiso Clean Energy & Industrial Gases,Non-IT
"Manager, Quality Engineering",Lensa,Non-IT
"Manager, Quality Systems",Penske Logistics,IT
"Manager, Service Asset Configuration and Transition Management Specialist",Globe Fintech Innovations Inc.,Non-IT
"Manager, Software Compliance Advisor",Capital One,IT
"Manager, Software Development, Social Marketing",Lensa,IT
"Manager, Software Engineering","Hologic, Inc.",IT
"Manager, Software Engineering",RemoteWorker US,IT
"Manager, Software Engineering","Progyny, Inc.",IT
"Manager, Software Engineering, Back End",RemoteWorker US,IT
"Manager, Software Engineering, Full Stack",RemoteWorker US,IT
"Manager, Systems Engineering  - San Diego, CA or Acton, Mass.",Insulet,IT
Manual QA Engineer / Hybrid / Mesa,Lensa,IT
Manual QA Tester,Lensa,IT
Manual Test Engineer,Lensa,IT
"Manufacturing - Digital Manufacturing, Manager",PwC,Non-IT
Manufacturing Applications Support Administrator,Lensa,Non-IT
Manufacturing Engineer,Jobot,Non-IT
Manufacturing Engineer,Adecco,Non-IT
Manufacturing Engineer,Jobright.ai,Non-IT
Manufacturing Engineer,CyberCoders,Non-IT
Manufacturing Engineer,Lennox International,Non-IT
Manufacturing Engineer,Dice - JW,Non-IT
Manufacturing Engineer - The Toro Company,The Toro Company,Non-IT
Manufacturing Engineer I,SMC Ltd.,Non-IT
Manufacturing Engineer III - NPD/NPI,Cretex Companies,Non-IT
Manufacturing Engineer Senior - Nitinol Products,Cretex Companies,Non-IT
"Manufacturing Engineer, Factory Development",Hadrian,Non-IT
"Manufacturing Engineer, Systems"," PPG Industries, Inc.",Non-IT
Manufacturing Engineering Development Program  - US - June 2026 Start,Lensa,Non-IT
Manufacturing Engineering Manager,Emerson,Non-IT
Manufacturing Maintenence Pipefitter,Lightera,Non-IT
Manufacturing Process Engineer – Nonwovens,CEO Inc.,Non-IT
Manufacturing Process Engineer I,"Mitsubishi Electric Power Products, Inc.",Non-IT
"Manufacturing Test Dev Engineer, MTAC, MTAC - RMTO, Amazon Robotics",Amazon,Non-IT
"Manufacturing Test Development Engineer, Mechatronics and Sustainable Packaging",Amazon,Non-IT
Manufacturing Test Engineer,Lensa,Non-IT
Maritime Surveillance LFA/CLFA System Design and Operations Analyst,The Johns Hopkins University Applied Physics Laboratory,Non-IT
Market Analyst,"Nanjing Taorui Business Management Consulting Co., Ltd",Non-IT
"Market Development Specialist - Kansas City, MO","Purple Innovation, LLC",Non-IT
Market Information Technology Manager,Dice - JW,Non-IT
Marketing InterGo-To-Market  Strategist – AI Hardware Startupn,GMIC AI INC,IT
Materials Analyst / Scheduler,Superior Essex,Non-IT
Materials Engineer,Lensa,Non-IT
Materials Engineer / Scientist,ARA,Non-IT
"Materials Engineer, Advanced Materials Engineering",Lensa,Non-IT
Materials Mgmt Specialist II - Carilion Roanoke Memorial Hospital,Carilion Clinic,Non-IT
Mechanical design engineer,Jobot,Non-IT
Mechanical Design Engineer,Lensa,Non-IT
Mechanical design engineer,Dice - JW,Non-IT
Mechanical Design Engineer I,Lensa,Non-IT
Mechanical Development Quality Engineer I,Lensa,Non-IT
Mechanical Engineer,SpaceX,Non-IT
Mechanical Engineer,RemoteWorker US,Non-IT
Mechanical Engineer,STSI (Staffing Technical Services Inc.),Non-IT
Mechanical Engineer,Foundation,Non-IT
Mechanical Engineer,CDM Smith,Non-IT
Mechanical Engineer,Google - Wing,Non-IT
Mechanical Engineer,"Burns Engineering, Inc.",Non-IT
Mechanical Engineer - Hydropower,Black & Veatch,Non-IT
Mechanical Engineer - Robotics Hardware Engineering,Lensa,Non-IT
Mechanical Engineer II,Collins Aerospace,Non-IT
Mechanical Engineer II,Watlow Electric Manufacturing Company - US,Non-IT
"Mechanical Engineer II, Amazon Robotics",Lensa,Non-IT
Mechanical Engineer Intern,Lensa,Non-IT
Mechanical Engineer Lead,RemoteWorker US,Non-IT
Mechanical Engineer Level,Jobot,Non-IT
Mechanical Engineer Level,Dice - JW,Non-IT
Mechanical Engineer Project Manager III,The University of Texas at Austin,Non-IT
"Mechanical Engineer, Data Center, Colocation Region Engineering- AMER",Amazon Web Services (AWS),Non-IT
"Mechanical Engineer, Facilities",SpaceX,Non-IT
"Mechanical Engineer, Senior Management",Jobot,Non-IT
"Mechanical Engineer, Senior Management",Dice - JW,Non-IT
Mechanical Engineering Intern,Zipline,Non-IT
Mechanical Engineering Team Lead,Salas O'Brien,Non-IT
Mechanical Systems Development Engineer,RemoteWorker US,Non-IT
Medical & Scientific Affairs Project & Operations Manager,Lensa,Non-IT
Medical Claims Processor,Lensa,Non-IT
"Medical Science Liaison, Hepatology Northeast",GlaxoSmithKline plc,Non-IT
"Member of Staff, Core Software Engineering",MEMX,IT
"Member of Staff, Quality Assurance Engineer",MEMX,IT
Member of Technical Staff - Full Stack,Kikoff,IT
Member Services Representative II - King City Branch,Wescom Financial,Non-IT
MES Analyst/SAP MII Developer,Myticas Consulting,IT
Methods Engineer,TTM Technologies,IT
Metrology Test & Evaluation Engineer,Boeing,IT
MF CICS Administrator,Tata Consultancy Services Limited,IT
"Mgr, Technical Support",Adobe,Non-IT
Microbiology/ Nanotech/ Biotech Research Scientist,Lensa,Non-IT
Microsoft / Azure / Infrastructure Engineer III,JPMorgan - XML,IT
Microsoft D365 ERP Functional Solution Architect - Senior Manager,PwC,IT
Mid-Level C Embedded Software Engineer,RemoteWorker US,IT
Mid-Level Environmental Chemist/Data Validator,Lensa,IT
Military Systems Cybersecurity Software Engineer,The Johns Hopkins University Applied Physics Laboratory,IT
"Military Veterans and Military Spouses Encouraged to Apply - Mobile Software Development Engineer II, Ring",Amazon,IT
"Military Veterans and Military Spouses Encouraged to Apply - Software Development Engineer, Ring Subscriptions, Ring",Ring,IT
Mission Analysis Engineer,"Millennium Space Systems, A Boeing Company",IT
Mission Analyst – System Concept Refinement,True Anomaly,IT
Mission Operations Engineer,"Saronic Technologies, Inc",IT
